id,start_times,end_times,transcript
Module_26_Survey_Method_12,42940,48420,"And finally, we are going to understand the advantages and disadvantages of this survey method. "
Module_26_Survey_Method_13,48420,51770,So let us start with the concept of Survey Method. 
Module_26_Survey_Method_14,51770,57570,"There are a lot of ways of conducting a research and collecting information, but one of the "
Module_26_Survey_Method_15,57570,60260,best ways I can tell you is the Survey Method. 
Module_26_Survey_Method_16,60260,67480,A survey is defined as a brief interview or discussion with individuals about a specific topic. 
Module_26_Survey_Method_17,67480,72080,"The term survey is unfortunately a little vague, so we need to define it better. "
Module_26_Survey_Method_18,72080,75750,The term survey is often used to mean ‘collect information’. 
Module_26_Survey_Method_19,75750,83580,"For instance, you might imagine a researcher or television scientist saying that we need to do a survey. "
Module_26_Survey_Method_20,83580,88700,"So, besides a definition above, survey also means to collect information. "
Module_26_Survey_Method_21,88700,94760,We have our first definition of a brief interview and we have a second definition of collecting data. 
Module_26_Survey_Method_22,94760,100490,The survey method is the technique of gathering data by asking questions to people who are 
Module_26_Survey_Method_23,100490,102350,thought to have desired information. 
Module_26_Survey_Method_24,102350,105500,A formal list of questionnaire is prepared. 
Module_26_Survey_Method_25,105500,109710,"Generally, a non-disguised approach is used. "
Module_26_Survey_Method_26,109710,114370,The respondents are asked questions on their demographic interest opinion. 
Module_26_Survey_Method_27,114370,118520,There is a difference between survey and a survey research. 
Module_26_Survey_Method_28,118520,123860,Survey research is popularly identified by opinion polls and market research. 
Module_26_Survey_Method_29,123860,129280,"Whereas surveys, on the other hand, are also a defining feature of sociological research "
Module_26_Survey_Method_30,129280,132120,and they form a part of anthropological inquiry too. 
Module_26_Survey_Method_31,132120,140200,A numerical survey of some kind at some stage of social science research is quite a usual practice. 
Module_26_Survey_Method_32,140200,145590,"Often, the researchers map the physical universe before interpreting the universe. "
Module_26_Survey_Method_33,145590,152310,They establish the typicality of what has been reported or observed and judge the authenticity 
Module_26_Survey_Method_34,152310,155610,of correlation made during the course of research. 
Module_26_Survey_Method_35,155610,161450,The reason for favoring the survey method and other quantitative technique is that survey 
Module_26_Survey_Method_36,161450,169010,provides researcher a way to manage obtaining the data from large and complex societies. 
Module_26_Survey_Method_37,169010,174950,"Those studying social issues pertaining to urban areas, for example, the subject of migration "
Module_26_Survey_Method_38,174950,183310,of rural population to industrial cities would carry out large scale social surveys of migration patterns. 
Module_26_Survey_Method_39,183310,189230,They would use questionnaire as a research tool and process their data on computers. 
Module_26_Survey_Method_40,189230,193270,The usefulness of survey is judged in the context of their purpose. 
Module_26_Survey_Method_41,193270,200930,"Generally, surveys serve the purpose of counting and classifying sets of events, opinions or other forms. "
Module_26_Survey_Method_42,200930,206709,Quantification is involved in surveys which lends more reliability and accuracy to a large 
Module_26_Survey_Method_43,206709,208500,quantity of information. 
Module_26_Survey_Method_44,208500,214400,You can measure the usefulness of a survey in terms of objectiveness of your research. 
Module_26_Survey_Method_45,214400,220129,We need to remember that you cannot gather all types of information by one method alone. 
Module_26_Survey_Method_46,220129,226250,"Further, different methods, for example, direct face-to-face questioning, inferring by observation "
Module_26_Survey_Method_47,226250,233700,and counting heads through surveys offer different outcomes and quite often complement each other 
Module_26_Survey_Method_48,233700,238269,to provide a more integrated set of data for interpretation and analysis. 
Module_26_Survey_Method_49,238269,244739,Mitchell observed that quantitative methods are subordinate to qualitative research and 
Module_26_Survey_Method_50,244739,251209,obtaining quantified data is only a means to reaching the understanding that is not 
Module_26_Survey_Method_51,251209,253730,possible for statistics to capture. 
Module_26_Survey_Method_52,253730,259079,All the same there has been a growing engagement in quantitative method. 
Module_26_Survey_Method_53,259079,266290,"As pointed out by Ellen, we need to make a distinction between what one is able to survey "
Module_26_Survey_Method_54,266290,271819,and collect as facts and survey of facts as reported by respondents. 
Module_26_Survey_Method_55,271819,277800,The first is a simple counting of items and the second is a counting of statement about items. 
Module_26_Survey_Method_56,277800,284199,"As opinions of respondents also are social fact, it is important to take note of them. "
Module_26_Survey_Method_57,284199,291139,Placing such data the data the social context that taking the account of other kinds of 
Module_26_Survey_Method_58,291139,298479,"data, one can expect to achieve the objectives of obtaining scientifically reliable and accurate "
Module_26_Survey_Method_59,298479,302240,information for further interpretation and analysis. 
Module_26_Survey_Method_60,302240,309069,"By other kinds of data, we mean “hard facts” provided, for example, by census material "
Module_26_Survey_Method_61,309069,310580,and government surveys. 
Module_26_Survey_Method_62,310580,315879,"In all surveys, we need to look carefully at the way of information gathering as well "
Module_26_Survey_Method_63,315879,319080,as the way of its interpretation. 
Module_26_Survey_Method_64,319080,324490,Most useful surveys employ the strategy of first knowing the field from the close quarters 
Module_26_Survey_Method_65,324490,329830,through intensive fieldwork that offers the opportunity of close contact with people. 
